ym,strategy_return,benchmark_return,bbg_return,cum_strategy,cum_benchmark,cum_bbg
2014-02,0.004247493503493127,0.004247493503493127,0.0027222650817908534,1.0031115394263215,1.0039267658350584,1.0034743804664135
2014-03,-0.0015758215744565984,-0.0015758215744565984,-0.002856988841571817,1.0030957321782672,1.0039109457404904,1.0034457113153354
2014-04,0.009145619474758948,0.009145619474758948,0.005519024169689191,1.0031874714968998,1.0040027596154533,1.0035010917266727
2014-05,0.01495728028276111,0.01495728028276111,0.009418331288703508,1.0033375210587732,1.0041529311222555,1.0035956047839774
2014-06,-0.001787166709017074,-0.001787166709017074,-0.0014235357917570246,1.0033195897446177,1.0041349852353627,1.0035813182413387
2014-07,-0.0005032523477318807,-0.0005032523477318807,-0.001629217296857055,1.003314540515227,1.0041299319024752,1.0035649677209137
2014-08,0.01806829109429725,0.01806829109429725,0.010548912568359103,1.0034958223069987,1.0043113610215364,1.0036708329119253
2014-09,-0.009071007369519019,-0.009071007369519019,-0.005474119286778434,1.0034047951270044,1.0042202598639651,1.003615890773285
2014-10,0.014387375815544612,0.014387375815544612,0.009742377894080612,1.0035491587458305,1.0043647408067675,1.0037136668259692
2014-11,0.012675490452193738,0.012675490452193738,0.008064245957108973,1.0036763635236303,1.0044920489635936,1.0037946087647673
2014-12,-0.001579759206376763,0.006844047864588115,0.001424285008925441,1.0036605078538754,1.0045607968802206,1.0038089056609005
2015-01,0.02274120640283709,0.040321333587382324,0.025866155917546818,1.0038887523615503,1.0049658491902187,1.004068552437553
2015-02,-0.007487602484566425,-0.024062131069700593,-0.015444479361147567,1.0038135851623862,1.0047240329903808,1.0039134792772
2015-03,0.005030826808880784,0.007639596821191974,0.006308496756568971,1.0038640852853395,1.004800789855667,1.003976811126479
2015-04,-0.00048101594767091527,-0.010314999732564972,-0.005261439432809434,1.0038592565389963,1.0046971446568806,1.0039239874946422
2015-05,0.0005898192539665059,-0.004755402933451641,-0.0018006020763191577,1.0038651774941743,1.0046493672593912,1.0039059108184787
2015-06,-0.0024994442472659473,-0.015713265810043092,-0.008826651885117442,1.0038400864437451,1.004491504033855,1.0038172995384766
2015-07,0.0029897406505164925,0.013866971183179533,0.008336532400627483,1.0038700986588758,1.0046307965812566,1.0039009830928958
2015-08,9.352413815150173e-05,0.0007383557095217153,0.0004371163481515783,1.0038710375197337,1.004638214330103,1.0039053713082122
2015-09,0.006537306976623802,0.010637220265162506,0.008776092195949214,1.0039366636511058,1.0047450799098292,1.0039934749691581
2015-10,-0.0029919980126699164,-0.004298763502456893,-0.0036605982702975215,1.003906625886081,1.0047018882950414,1.0039567228013795
2015-11,-0.003271461265760167,-0.0048724185765588734,-0.004090065581280111,1.0038737834696707,1.004652935013597,1.0039156603130093
2015-12,-0.0017079625302290347,-0.0016635676731166782,-0.00163805161035957,1.0038566376815983,1.0046362219321432,1.0038992156563689
2016-01,0.013244251925302097,0.02751188419726469,0.021296701126891637,1.0039895909836618,1.004912616286125,1.0041130130719425
2016-02,0.003427911151101415,0.013406729959304142,0.008911843637652517,1.0040240068548072,1.0050473422069175,1.0042024980536126
2016-03,0.00214639505073555,0.0009703184635174167,0.001583209763887261,1.0040455571763987,1.005057094366846,1.004218396685611
2016-04,-0.00044537867491811767,-0.0020399151329974774,-0.0010522863312104613,1.0040410853716004,1.0050365920550828,1.0042078294326873
2016-05,-0.001497254613935295,0.0013855929244029619,-2.736090400423663e-05,1.0040260523201239,1.0050505177709899,1.004207554672347
2016-06,0.011620619647439434,0.029747880362365364,0.022076293408122005,1.0041427263688252,1.0053494989965976,1.004429246478543
2016-07,-0.0006162502510703716,0.00595254000246162,0.004051292576497056,1.0041365383367529,1.00540934282769,1.0044699388460416
2016-08,-0.0017331914015872307,-0.006356051000268842,-0.005496947127989649,1.0041191347286103,1.0053454384970983,1.0044147236645866
2016-09,0.0010750284684000189,-0.0034764107694212065,-0.0013226272023304508,1.0041299292951653,1.0053104885600046,1.0044014390022273
2016-10,-0.0008587582537693539,-0.015965206798000176,-0.011006662162585612,1.0041213062465189,1.005149988661544,1.0042908879290802
2016-11,-0.004112751633290168,-0.03569027795239449,-0.026682832596667594,1.004080009231096,1.0047912478367522,1.0040229146726705
2016-12,0.0002656154205518124,-0.0019239323424198596,-0.0010551121812003572,1.004082676222435,1.0047719163329614,1.0040123211045957
2017-01,0.0009179484995820442,0.002216612419671027,0.0022613486199258848,1.0040918931842961,1.0047941882320484,1.004035025323363
2017-02,0.0010456268082024156,0.006991223055609397,0.00493495882118089,1.0041023922383103,1.0048644356349974,1.004084574038413
2017-03,0.00045501737836683986,-0.0010983835551985899,-0.00045734876307956807,1.0041069610786917,1.0048533983692844,1.0040799818700332
2017-04,0.0012227547601402211,0.008577871491356193,0.006946562768642028,1.0041192388443552,1.0049395934024732,1.0041497309162213
2017-05,0.0011565880985167087,0.008900785452219728,0.006526857882488857,1.0041308523679666,1.0050290409196063,1.0042152703420857
2017-06,-0.0009551388275643724,-0.0013926258063408081,-0.0016188534869190363,1.004121261524316,1.0050150446258213,1.0041990135681655
2017-07,0.001993771129509714,0.0005979869948820327,0.0016671538714509992,1.0041412814041335,1.0050210544850846,1.0042157551108972
2017-08,0.0018408513148842065,0.014912755936356215,0.010825304034181249,1.0041597661521156,1.005170930822049,1.004324464519547
2017-09,-0.0018436155871716098,-0.011459687202873797,-0.008571106349385404,1.0041412533061467,1.0050557413775225,1.0042383828016002
2017-10,-0.0007374784501654741,-0.0012288318532422404,-0.0012103287453076872,1.0041338479807944,1.0050433909324297,1.0042262282157817
2017-11,-0.002237977022367388,-0.0003238363832134272,-0.0013757978032791218,1.0041113756960027,1.0050401362362629,1.004212412093394
2017-12,-5.4177227091889435e-05,0.004943781942260167,0.003088405023562224,1.0041108316963026,1.0050898232290306,1.0042434262399764
2018-01,-0.0031624117873045865,-0.017526992133467756,-0.013584435429590314,1.0040790775770034,1.004913661214779,1.0041070054401828
2018-02,-0.000567660439948936,-0.011152381510191434,-0.007533529739922495,1.004073377817294,1.0048015894094324,1.0040313607403073
2018-03,0.0019161511739027581,0.012873398199413078,0.009430324765519194,1.00409261738111,1.0049309415191512,1.0041260441583728
2018-04,-0.001782938179437421,-0.010307740061149484,-0.008099662667458207,1.0040747150304778,1.0048273558499055,1.00404471333604
2018-05,0.0037023814273826616,0.011046860426761174,0.00897774354739167,1.004111889706244,1.0049383577254363,1.0041348538955044
2018-06,-3.139817077657536e-05,0.00044347983211368014,0.0002069269961559872,1.004111574433478,1.0049428144243782,1.004136931721595
2018-07,-0.0002829595383124772,-0.006134360862179139,-0.004183657988258149,1.0041087332040028,1.0048811676056828,1.004094922066638
2018-08,0.0031548664334204446,0.009343904337775044,0.007649940213200868,1.0041404114933818,1.0049750627406921,1.0041717347278598
2018-09,-0.001477118726532889,-0.013145891423990225,-0.009337487400348232,1.004125579147323,1.0048429498101061,1.0040779703186518
